serial,title,original_name,filename,location,type,affiliation,region_bucket,hiring_priority,website
577,Rani Rashmoni Green University,Rani Rashmoni Green University,rani-rashmoni-green-university.md,"Institutes of National Importance / Central / Deemed / State universities and specialised institutions, West Bengal",University / National Institute / Specialised Institution,Institutes of National Importance / Central / Deemed / State universities and specialised institutions,Special institutes and universities,Not assessed,
578,Satyajit Ray Film and Television Institute,Satyajit Ray Film and Television Institute,satyajit-ray-film-and-television-institute.md,"Institutes of National Importance / Central / Deemed / State universities and specialised institutions, West Bengal",University / National Institute / Specialised Institution,Institutes of National Importance / Central / Deemed / State universities and specialised institutions,Special institutes and universities,Not assessed,
579,Sidho-Kanho-Birsha University,Sidho-Kanho-Birsha University,sidho-kanho-birsha-university.md,"Institutes of National Importance / Central / Deemed / State universities and specialised institutions, West Bengal",University / National Institute / Specialised Institution,Institutes of National Importance / Central / Deemed / State universities and specialised institutions,Special institutes and universities,Not assessed,
580,TCG Centres for Research and Education in Science and Technology,TCG Centres for Research and Education in Science and Technology,tcg-centres-for-research-and-education-in-science-and-technology.md,"Institutes of National Importance / Central / Deemed / State universities and specialised institutions, West Bengal",University / National Institute / Specialised Institution,Institutes of National Importance / Central / Deemed / State universities and specialised institutions,Special institutes and universities,Not assessed,
581,University of Burdwan,University of Burdwan,university-of-burdwan.md,"Institutes of National Importance / Central / Deemed / State universities and specialised institutions, West Bengal",University / National Institute / Specialised Institution,Institutes of National Importance / Central / Deemed / State universities and specialised institutions,Special institutes and universities,Not assessed,
582,University of Gour Banga,University of Gour Banga,university-of-gour-banga.md,"Institutes of National Importance / Central / Deemed / State universities and specialised institutions, West Bengal",University / National Institute / Specialised Institution,Institutes of National Importance / Central / Deemed / State universities and specialised institutions,Special institutes and universities,Not assessed,
583,University of Kalyani,University of Kalyani,university-of-kalyani.md,"Institutes of National Importance / Central / Deemed / State universities and specialised institutions, West Bengal",University / National Institute / Specialised Institution,Institutes of National Importance / Central / Deemed / State universities and specialised institutions,Special institutes and universities,Not assessed,
584,University of North Bengal,University of North Bengal,university-of-north-bengal.md,"Institutes of National Importance / Central / Deemed / State universities and specialised institutions, West Bengal",University / National Institute / Specialised Institution,Institutes of National Importance / Central / Deemed / State universities and specialised institutions,Special institutes and universities,Not assessed,
585,Vidyasagar University,Vidyasagar University,vidyasagar-university.md,"Institutes of National Importance / Central / Deemed / State universities and specialised institutions, West Bengal",University / National Institute / Specialised Institution,Institutes of National Importance / Central / Deemed / State universities and specialised institutions,Special institutes and universities,Not assessed,
586,Visva-Bharati University,Visva-Bharati University,visva-bharati-university.md,"Institutes of National Importance / Central / Deemed / State universities and specialised institutions, West Bengal",University / National Institute / Specialised Institution,Institutes of National Importance / Central / Deemed / State universities and specialised institutions,Special institutes and universities,Not assessed,
587,West Bengal State University,West Bengal State University,west-bengal-state-university.md,"Institutes of National Importance / Central / Deemed / State universities and specialised institutions, West Bengal",University / National Institute / Specialised Institution,Institutes of National Importance / Central / Deemed / State universities and specialised institutions,Special institutes and universities,Not assessed,
